job_id,machine_type,product_type,material_type,quantity,operator_experience_years,setup_complexity,machine_age_years,ambient_temperature_c,shift,day_of_week,production_time_min,energy_kwh
J02097,Press,B,Steel,94,1,5,3,29.1,Evening,Sat,172.4,29.44
J02098,Lathe,E,Composite,420,8,3,4,30.2,Night,Sat,897.1,83.34
J02099,Welding,B,Composite,273,15,1,9,27.1,Evening,Mon,762.6,144.13
J02100,Press,D,Aluminum,473,12,3,2,32.4,Night,Tue,523.9,76.74
J02101,Assembly,A,Composite,346,9,5,6,26.1,Evening,Wed,576.5,37.22
J02102,Press,E,Steel,64,8,3,9,25.9,Evening,Tue,116.4,19.52
J02103,Welding,D,Aluminum,491,12,2,3,34.3,Night,Wed,1285.2,245.89
J02104,Assembly,D,Aluminum,263,7,3,5,26.0,Evening,Tue,409.4,25.01
J02105,Assembly,B,Aluminum,246,1,3,10,32.4,Morning,Wed,451.6,28.06
J02106,CNC,D,Composite,487,14,3,1,27.0,Morning,Mon,1016.3,132.07
J02107,Assembly,C,Aluminum,450,7,3,7,23.3,Morning,Wed,652.9,40.11
J02108,Press,E,Plastic,454,9,5,4,25.8,Morning,Thu,435.4,63.87
J02109,Lathe,C,Steel,347,8,1,4,28.7,Evening,Sat,767.3,69.13
J02110,Assembly,E,Plastic,214,12,4,4,37.5,Morning,Sun,285.6,15.12
J02111,Assembly,A,Plastic,27,5,3,5,23.2,Evening,Mon,53.5,3.5
J02112,Welding,B,Plastic,181,5,5,5,27.6,Night,Thu,457.2,76.71
J02113,Assembly,E,Aluminum,99,2,5,2,22.8,Morning,Sun,177.0,10.19
J02114,Welding,B,Steel,50,8,3,9,25.8,Morning,Mon,193.1,41.19
J02115,CNC,A,Plastic,365,9,4,6,29.7,Morning,Sat,711.0,85.03
J02116,Press,E,Steel,238,9,5,1,21.3,Morning,Tue,337.6,58.88
J02117,Welding,C,Aluminum,96,11,5,8,29.1,Morning,Sat,292.1,58.09
J02118,Assembly,E,Plastic,202,13,1,4,28.3,Morning,Mon,210.1,12.47
J02119,Welding,A,Steel,224,14,5,1,29.4,Evening,Fri,649.4,140.98
J02120,Lathe,C,Plastic,52,11,4,10,29.2,Morning,Sun,105.9,8.92
J02121,Assembly,E,Aluminum,279,10,2,8,31.6,Evening,Sat,426.3,25.44
J02122,CNC,D,Steel,314,2,5,9,29.2,Morning,Wed,1036.5,151.66
J02123,Assembly,B,Aluminum,371,3,1,5,33.5,Evening,Fri,583.6,34.83
J02124,CNC,C,Composite,92,13,5,10,27.8,Night,Tue,259.7,35.68
J02125,Assembly,A,Plastic,259,4,1,2,30.9,Night,Thu,350.5,18.51
J02126,Lathe,E,Steel,257,7,5,1,31.5,Night,Sun,640.1,59.63
J02127,CNC,B,Plastic,152,10,2,3,26.3,Morning,Fri,258.4,30.43
J02128,CNC,C,Plastic,350,4,1,6,37.9,Morning,Fri,729.6,84.78
J02129,Press,D,Plastic,463,2,1,7,29.3,Evening,Sun,493.7,62.46
J02130,Welding,E,Steel,348,11,1,2,38.9,Morning,Fri,1153.0,237.99
J02131,Welding,E,Steel,497,9,1,7,20.1,Evening,Sat,1693.5,326.89
J02132,Lathe,E,Composite,262,10,4,1,29.8,Morning,Sun,490.9,45.64
J02133,CNC,C,Aluminum,144,0,5,7,32.3,Evening,Sun,405.4,52.86
J02134,CNC,C,Plastic,280,14,5,8,24.3,Evening,Thu,500.6,59.97
J02135,Lathe,D,Plastic,283,4,4,3,25.6,Morning,Thu,463.5,37.94
J02136,Welding,B,Plastic,495,3,3,2,36.5,Night,Mon,1334.7,237.55
J02137,Lathe,A,Steel,495,11,2,2,21.6,Morning,Tue,941.2,92.35
J02138,CNC,B,Steel,408,11,3,7,28.3,Night,Fri,1168.7,159.79
J02139,Press,A,Aluminum,469,4,1,9,28.7,Night,Thu,641.5,103.59
J02140,Lathe,C,Steel,183,0,4,9,28.2,Evening,Wed,505.1,48.76
J02141,Lathe,A,Plastic,239,4,2,5,26.3,Night,Fri,422.5,34.81
J02142,CNC,D,Aluminum,409,7,2,3,33.4,Night,Sat,992.8,123.39
J02143,Assembly,A,Aluminum,490,0,4,9,35.3,Morning,Tue,906.8,56.25
J02144,Welding,D,Steel,390,12,4,7,24.2,Night,Thu,1312.3,267.53
J02145,Welding,A,Steel,48,8,4,9,26.0,Morning,Mon,200.0,40.27
J02146,Assembly,D,Composite,231,12,2,8,26.1,Night,Mon,418.5,26.01
J02147,Welding,E,Composite,401,4,3,2,32.3,Morning,Fri,1199.5,231.48
J02148,Welding,E,Plastic,460,6,5,8,24.3,Night,Thu,1140.8,205.72
J02149,Assembly,A,Steel,178,11,3,3,30.0,Evening,Thu,309.7,19.15
J02150,Assembly,D,Aluminum,259,7,5,6,36.8,Morning,Mon,402.3,24.99
J02151,Welding,A,Composite,140,6,4,1,28.3,Evening,Tue,421.5,82.32
J02152,Lathe,A,Steel,206,0,5,5,30.5,Night,Sun,607.8,57.66
J02153,CNC,A,Steel,85,7,2,1,26.1,Morning,Sun,247.2,32.55
J02154,CNC,C,Steel,278,12,5,5,27.7,Morning,Fri,758.0,109.74
J02155,CNC,A,Plastic,397,5,3,1,29.7,Evening,Tue,811.1,98.49
J02156,Press,B,Aluminum,196,3,3,1,37.4,Night,Mon,262.2,41.61
J02157,Assembly,B,Aluminum,490,2,3,5,23.2,Evening,Fri,702.6,41.07
J02158,Lathe,D,Composite,499,12,5,4,26.2,Morning,Wed,976.2,79.07
J02159,Lathe,D,Composite,263,13,5,10,26.8,Night,Mon,541.0,48.08
J02160,Welding,A,Aluminum,27,6,3,7,21.8,Morning,Tue,90.5,17.91
J02161,CNC,E,Steel,260,7,5,4,26.2,Evening,Sat,754.2,104.02
J02162,Press,D,Composite,183,11,3,4,28.2,Morning,Mon,223.8,36.64
J02163,Assembly,C,Composite,434,12,2,5,27.7,Evening,Sat,632.0,40.63
J02164,Assembly,D,Aluminum,164,13,5,4,23.1,Night,Wed,267.0,16.81
J02165,Welding,A,Aluminum,41,10,4,1,35.7,Evening,Sun,133.7,27.94
J02166,Assembly,C,Steel,432,8,4,5,29.7,Morning,Sun,758.8,52.44
J02167,Lathe,C,Aluminum,405,8,3,4,29.6,Night,Tue,860.6,76.48
J02168,Press,A,Plastic,58,8,4,7,25.7,Evening,Tue,82.1,12.75
J02169,Assembly,E,Composite,218,10,3,10,26.2,Morning,Mon,353.9,22.59
J02170,Assembly,A,Steel,199,11,5,6,31.5,Morning,Fri,379.0,25.87
J02171,Assembly,D,Steel,15,5,1,8,27.5,Night,Tue,36.4,2.98
J02172,CNC,B,Aluminum,449,4,1,10,34.8,Evening,Sat,1244.4,161.23
J02173,Lathe,E,Plastic,285,0,1,2,23.6,Night,Sat,512.5,40.77
J02174,Lathe,E,Aluminum,466,4,3,3,28.3,Night,Sat,1022.0,87.35
J02175,Welding,A,Plastic,202,6,5,8,30.4,Evening,Wed,518.6,90.63
J02176,Welding,D,Plastic,451,5,2,5,29.6,Night,Thu,1064.5,191.24
J02177,Assembly,B,Steel,75,4,3,3,28.6,Evening,Wed,164.6,11.51
J02178,CNC,E,Aluminum,266,6,3,1,34.9,Morning,Tue,639.3,88.07
J02179,Press,A,Plastic,234,8,4,4,34.8,Evening,Mon,266.6,38.66
J02180,CNC,E,Composite,423,2,2,5,35.3,Morning,Fri,1153.9,158.63
J02181,Welding,C,Aluminum,293,3,1,7,22.6,Evening,Tue,899.8,173.92
J02182,CNC,E,Steel,410,14,4,5,27.1,Night,Thu,1042.9,152.54
J02183,Assembly,D,Plastic,338,11,2,1,27.0,Evening,Wed,377.3,20.18
J02184,Press,B,Steel,301,2,2,1,27.1,Night,Sun,431.4,71.55
J02185,Press,A,Plastic,234,13,5,7,27.7,Night,Sun,257.7,38.6
J02186,Assembly,C,Steel,93,5,5,7,27.1,Night,Thu,230.4,15.26
J02187,Press,A,Steel,213,7,4,2,23.5,Morning,Fri,305.3,53.42
J02188,CNC,A,Steel,36,8,4,4,33.0,Morning,Sat,117.1,16.19
J02189,Assembly,B,Aluminum,284,5,3,2,24.0,Night,Sat,442.2,27.43
J02190,Press,E,Composite,176,2,1,7,23.7,Morning,Wed,241.8,40.75
J02191,Assembly,B,Composite,128,12,5,9,34.0,Evening,Fri,241.3,15.28
J02192,Press,B,Plastic,341,5,5,10,38.9,Morning,Fri,389.5,54.71
J02193,Assembly,C,Composite,154,9,1,10,22.5,Night,Wed,296.1,17.42
J02194,Press,B,Steel,25,15,5,10,26.9,Night,Sun,73.0,14.51
J02195,Assembly,E,Plastic,178,8,1,3,21.9,Morning,Tue,188.2,11.08
J02196,Press,E,Composite,35,9,1,3,27.3,Morning,Sat,50.2,9.55
J02197,Assembly,D,Steel,160,5,4,9,30.5,Morning,Wed,314.9,19.74
J02198,Welding,E,Steel,326,13,4,6,29.9,Morning,Wed,915.9,186.22
J02199,Press,E,Plastic,362,0,1,4,31.4,Morning,Thu,359.6,54.41
J02200,Lathe,A,Aluminum,61,3,3,1,28.9,Night,Fri,156.5,14.68
J02201,Assembly,E,Plastic,480,15,1,5,29.1,Evening,Fri,542.6,30.22
J02202,CNC,A,Composite,150,12,3,8,35.3,Evening,Tue,393.2,56.9
J02203,Assembly,A,Steel,205,11,4,8,30.5,Morning,Mon,392.2,24.11
J02204,Assembly,C,Aluminum,437,9,2,4,26.1,Night,Tue,671.5,41.54
J02205,Press,C,Composite,378,4,3,6,35.0,Evening,Tue,555.3,85.23
J02206,Press,B,Steel,120,4,1,5,23.2,Night,Mon,175.2,28.41
J02207,Assembly,C,Aluminum,234,11,3,10,25.3,Evening,Sun,375.8,22.71
J02208,Assembly,C,Plastic,216,4,5,10,24.5,Morning,Mon,315.1,18.08
J02209,Assembly,B,Plastic,223,11,1,10,26.7,Morning,Sun,264.1,15.15
J02210,Lathe,E,Plastic,234,8,2,1,22.2,Evening,Tue,364.1,30.09
J02211,Press,A,Plastic,114,9,5,2,30.1,Morning,Mon,134.3,19.99
J02212,CNC,C,Aluminum,449,5,2,2,31.7,Night,Fri,914.4,125.17
J02213,Welding,C,Aluminum,222,0,2,10,28.3,Morning,Mon,721.6,128.95
J02214,Assembly,E,Plastic,445,1,1,7,28.9,Evening,Thu,603.8,35.16
J02215,Welding,B,Plastic,220,8,4,3,26.2,Morning,Fri,486.2,84.76
J02216,Assembly,E,Steel,384,5,3,10,30.1,Evening,Sat,824.6,60.56
J02217,CNC,D,Composite,122,7,2,4,34.9,Evening,Mon,304.8,43.5
J02218,CNC,A,Steel,400,8,5,2,34.1,Night,Sat,1128.4,165.11
J02219,Welding,B,Aluminum,96,3,2,8,23.4,Night,Sat,323.6,64.99
J02220,Welding,E,Composite,472,2,2,5,22.7,Night,Fri,1653.4,332.0
J02221,CNC,A,Plastic,403,5,3,3,25.3,Morning,Thu,763.5,85.3
J02222,Lathe,C,Steel,421,13,3,4,27.7,Evening,Thu,826.5,80.9
J02223,Welding,B,Composite,14,11,1,4,29.3,Morning,Sun,44.8,10.58
J02224,Assembly,E,Plastic,165,8,4,2,25.2,Night,Sun,221.6,11.5
J02225,Lathe,B,Steel,441,7,2,8,29.9,Morning,Wed,950.1,91.54
J02226,Lathe,E,Composite,150,13,1,6,24.5,Morning,Wed,301.1,29.15
J02227,Welding,C,Aluminum,419,1,5,7,24.6,Morning,Wed,1364.9,263.65
J02228,Press,A,Plastic,434,3,5,5,29.0,Night,Mon,470.6,61.47
J02229,CNC,A,Aluminum,395,4,5,4,26.8,Night,Wed,937.5,132.87
J02230,Welding,C,Steel,220,6,5,5,26.9,Morning,Thu,754.2,159.7
J02231,Assembly,B,Composite,112,0,2,3,22.3,Morning,Fri,199.5,12.98
J02232,Lathe,E,Plastic,115,7,3,2,29.6,Morning,Mon,195.1,16.73
J02233,Welding,B,Steel,270,14,1,4,27.5,Morning,Thu,672.7,141.92
J02234,Lathe,B,Aluminum,325,2,1,10,21.5,Morning,Mon,631.1,53.88
J02235,Welding,D,Plastic,49,5,3,8,22.4,Morning,Mon,145.0,26.1
J02236,Press,B,Plastic,93,15,3,7,28.7,Evening,Sun,107.1,15.62
J02237,Press,E,Steel,184,0,5,10,24.9,Morning,Wed,309.9,52.64
J02238,Lathe,E,Composite,268,11,3,2,23.9,Night,Sun,585.5,53.74
J02239,Lathe,B,Composite,460,10,2,3,27.9,Night,Fri,1029.1,93.13
J02240,Press,D,Steel,58,15,4,9,25.8,Morning,Wed,106.1,19.02
J02241,CNC,B,Composite,247,1,5,6,29.5,Evening,Fri,742.5,102.52
J02242,Lathe,C,Plastic,73,0,1,5,29.1,Morning,Sat,134.6,10.21
J02243,Welding,D,Composite,89,6,3,6,25.9,Morning,Sat,292.0,57.66
J02244,Assembly,C,Composite,435,15,2,6,28.1,Morning,Sun,651.7,38.47
J02245,Press,C,Plastic,342,12,2,8,29.5,Evening,Thu,339.3,48.98
J02246,Welding,B,Plastic,270,8,1,6,25.2,Morning,Sun,622.3,104.14
J02247,Welding,E,Plastic,200,9,1,5,27.5,Evening,Sun,446.6,75.0
J02248,Assembly,B,Steel,78,13,3,6,28.2,Night,Tue,157.0,10.62
J02249,Assembly,D,Composite,46,10,2,6,32.6,Night,Sat,88.6,6.03
J02250,CNC,E,Aluminum,71,3,2,8,31.0,Morning,Sat,187.2,27.05
J02251,CNC,E,Steel,26,0,4,6,27.1,Morning,Tue,109.8,16.1
J02252,Press,D,Aluminum,182,8,3,7,31.6,Evening,Thu,244.1,43.93
J02253,Assembly,C,Composite,190,3,3,7,28.6,Morning,Sun,359.6,22.87
J02254,Assembly,E,Steel,293,9,5,8,31.8,Evening,Tue,557.9,34.21
J02255,CNC,A,Steel,320,5,1,9,26.0,Evening,Mon,1033.4,154.71
J02256,Assembly,A,Plastic,333,9,3,5,23.4,Morning,Fri,398.2,20.64
J02257,CNC,B,Aluminum,88,14,3,8,25.0,Night,Sat,223.4,27.65
J02258,Welding,B,Aluminum,25,4,1,3,31.6,Morning,Tue,76.8,15.78
J02259,Press,B,Aluminum,210,11,2,4,33.6,Morning,Sun,229.2,38.42
J02260,Welding,D,Composite,198,9,1,1,28.9,Morning,Tue,532.8,98.31
J02261,CNC,B,Aluminum,28,12,1,6,25.1,Morning,Thu,67.9,10.27
J02262,Lathe,E,Aluminum,227,13,3,3,32.1,Night,Fri,414.4,36.61
J02263,Lathe,A,Steel,154,8,4,4,35.0,Night,Thu,398.7,37.29
J02264,Welding,D,Aluminum,143,5,1,4,31.1,Morning,Fri,383.7,71.64
J02265,Welding,B,Composite,359,9,4,9,25.3,Morning,Wed,1002.5,198.98
J02266,Lathe,E,Aluminum,415,7,5,5,22.9,Morning,Tue,810.9,71.71
J02267,Welding,C,Plastic,246,7,4,10,31.4,Evening,Sun,569.7,102.11
J02268,Lathe,A,Composite,423,4,3,2,22.4,Evening,Mon,866.8,75.7
J02269,Welding,C,Composite,25,5,3,3,30.2,Morning,Fri,100.1,21.22
J02270,Lathe,E,Steel,491,4,4,9,26.9,Night,Thu,1417.5,136.6
J02271,Welding,D,Steel,376,7,4,10,25.4,Night,Tue,1463.0,300.21
J02272,Assembly,A,Aluminum,14,15,2,4,25.5,Night,Wed,35.5,2.68
J02273,CNC,C,Plastic,55,2,4,6,26.9,Morning,Thu,137.2,16.93
J02274,Assembly,C,Steel,146,3,1,2,31.0,Morning,Wed,258.4,17.66
J02275,CNC,C,Plastic,303,2,5,4,33.4,Morning,Wed,624.7,75.99
J02276,CNC,E,Composite,498,4,3,3,33.0,Evening,Tue,1296.8,173.95
J02277,Assembly,E,Composite,16,12,3,5,30.6,Morning,Sun,45.2,3.35
J02278,Assembly,E,Steel,74,5,2,8,32.9,Evening,Wed,173.1,12.15
J02279,Press,B,Composite,373,15,4,4,26.0,Night,Sun,431.5,73.95
J02280,Press,C,Plastic,143,4,1,7,28.4,Evening,Sat,154.7,23.72
J02281,Welding,A,Plastic,404,11,5,3,24.7,Evening,Fri,866.6,141.89
J02282,Welding,B,Steel,487,8,4,4,20.9,Evening,Thu,1570.5,317.89
J02283,Lathe,C,Steel,468,10,1,7,26.6,Morning,Sun,1004.9,94.35
J02284,CNC,A,Steel,296,12,5,8,26.7,Morning,Sun,831.0,114.47
J02285,Welding,E,Aluminum,99,1,5,9,26.6,Evening,Thu,308.2,59.56
J02286,Welding,E,Composite,472,8,5,5,28.3,Morning,Wed,1380.7,279.45
J02287,Welding,D,Steel,84,1,2,7,28.5,Evening,Fri,282.5,56.47
J02288,Assembly,B,Plastic,255,12,1,10,29.5,Morning,Sat,301.5,17.51
J02289,Welding,E,Steel,495,4,4,6,30.6,Evening,Tue,1830.3,389.47
J02290,Welding,A,Plastic,38,12,3,5,29.0,Morning,Wed,99.2,19.36
J02291,Lathe,D,Composite,148,4,5,10,33.5,Morning,Fri,384.9,34.84
J02292,Press,B,Aluminum,372,7,2,5,36.3,Evening,Sun,478.7,70.38
J02293,Lathe,A,Composite,442,2,5,3,33.0,Morning,Tue,1013.7,89.12
J02294,Lathe,E,Aluminum,398,2,1,4,29.6,Morning,Fri,794.9,65.07
J02295,Assembly,B,Composite,247,1,2,6,18.7,Evening,Mon,455.9,28.32
J02296,Lathe,D,Plastic,113,11,4,10,32.1,Evening,Mon,211.6,15.27
J02297,Welding,D,Composite,23,2,5,8,26.9,Night,Mon,124.7,26.39
J02298,Assembly,B,Aluminum,327,4,5,4,31.6,Night,Fri,567.8,32.8
J02299,Lathe,D,Aluminum,20,2,3,8,34.4,Morning,Wed,68.4,6.78
J02300,Assembly,B,Composite,133,0,1,8,28.5,Evening,Tue,259.1,16.03
J02301,CNC,A,Composite,343,2,3,3,27.6,Morning,Sun,858.9,115.83
J02302,Welding,D,Steel,227,3,3,10,30.4,Morning,Wed,821.2,168.51
J02303,Press,B,Composite,148,12,2,2,36.7,Evening,Thu,190.6,32.28
J02304,CNC,E,Composite,209,5,2,8,27.2,Morning,Mon,593.3,75.95
J02305,Lathe,E,Aluminum,157,5,1,3,29.2,Evening,Fri,310.2,27.44
J02306,Welding,B,Aluminum,365,8,3,3,24.2,Evening,Tue,1042.7,195.22
J02307,Lathe,E,Aluminum,289,14,4,9,25.9,Morning,Wed,548.1,45.21
J02308,Assembly,D,Aluminum,43,12,1,3,25.3,Evening,Fri,66.1,4.69
J02309,CNC,E,Plastic,319,13,3,1,27.8,Morning,Tue,496.9,59.05
J02310,Assembly,A,Aluminum,236,10,4,8,18.4,Evening,Tue,394.1,24.14
J02311,Lathe,D,Aluminum,106,5,5,1,31.1,Morning,Thu,223.2,20.58
J02312,Lathe,B,Aluminum,394,10,3,5,24.3,Evening,Thu,691.5,59.77
J02313,Lathe,A,Aluminum,183,1,4,3,25.5,Evening,Mon,419.9,35.25
J02314,CNC,B,Composite,268,3,5,9,29.6,Evening,Wed,915.0,121.54
J02315,Lathe,A,Composite,147,6,3,7,28.2,Morning,Fri,322.5,29.46
J02316,Lathe,C,Aluminum,213,13,5,8,27.3,Morning,Wed,403.0,34.95
J02317,Press,A,Composite,42,7,3,7,30.5,Night,Mon,92.6,17.2
J02318,Assembly,B,Steel,68,11,2,8,26.6,Night,Wed,147.9,9.62
J02319,Lathe,E,Aluminum,133,3,3,8,25.6,Morning,Sun,285.7,25.33
J02320,CNC,E,Composite,27,11,3,4,27.0,Morning,Sat,76.0,11.59
J02321,Lathe,E,Aluminum,415,6,2,3,27.3,Evening,Wed,807.5,68.47
J02322,Welding,D,Plastic,55,12,4,1,21.2,Evening,Sun,140.7,25.74
J02323,Welding,B,Composite,238,11,1,7,36.8,Evening,Tue,769.6,156.92
J02324,Lathe,E,Aluminum,111,10,2,9,30.8,Evening,Fri,226.5,20.72
J02325,Welding,C,Steel,456,1,3,1,34.0,Morning,Sat,1466.5,313.39
J02326,Assembly,D,Composite,255,13,2,1,38.4,Evening,Thu,408.1,25.84
J02327,Press,A,Composite,53,14,1,6,30.5,Morning,Sun,67.4,13.04
J02328,Press,C,Composite,364,8,2,8,21.5,Night,Thu,543.4,91.31
J02329,Lathe,A,Steel,416,9,4,6,30.3,Morning,Sat,959.7,83.53
J02330,Press,C,Composite,446,11,2,3,30.9,Evening,Wed,523.0,80.56
J02331,CNC,A,Composite,310,8,5,4,25.0,Morning,Tue,791.1,110.55
J02332,CNC,E,Aluminum,263,2,4,6,28.0,Evening,Tue,632.5,83.56
J02333,Lathe,A,Composite,423,5,4,1,27.9,Evening,Wed,834.5,75.78
J02334,Assembly,A,Plastic,472,2,5,1,29.9,Morning,Wed,577.1,30.68
J02335,CNC,A,Aluminum,288,11,3,1,32.7,Evening,Sat,666.4,86.38
J02336,Welding,D,Steel,492,10,5,6,30.1,Evening,Mon,1606.4,330.85
J02337,Assembly,C,Steel,152,12,5,1,29.0,Morning,Mon,266.4,18.7
J02338,Press,B,Plastic,281,5,3,8,31.0,Morning,Fri,304.4,44.29
J02339,CNC,A,Steel,346,8,1,4,27.4,Evening,Sun,980.6,139.5
J02340,Assembly,C,Plastic,100,9,3,5,29.8,Night,Sat,140.0,7.58
J02341,Lathe,D,Steel,446,15,4,8,32.3,Evening,Thu,1073.5,105.92
J02342,Assembly,D,Aluminum,178,10,5,10,28.9,Morning,Fri,288.2,18.74
J02343,Welding,D,Steel,475,14,3,3,30.9,Evening,Mon,1446.8,296.57
J02344,Welding,B,Plastic,198,1,5,1,28.9,Evening,Sat,489.7,86.54
J02345,Assembly,C,Plastic,408,4,3,7,23.5,Evening,Mon,540.8,28.87
J02346,Welding,E,Composite,196,4,1,4,24.0,Morning,Fri,590.7,113.51
J02347,Welding,E,Plastic,16,7,4,4,36.8,Morning,Sun,62.1,12.03
J02348,CNC,E,Steel,463,15,3,2,26.8,Morning,Mon,1187.1,165.15
J02349,Press,E,Composite,287,0,2,7,26.5,Morning,Sat,425.4,69.97
J02350,Assembly,E,Plastic,481,2,2,10,31.7,Evening,Tue,736.6,39.08
J02351,Lathe,B,Aluminum,297,13,3,10,32.1,Morning,Mon,523.3,48.11
J02352,Press,D,Aluminum,180,10,5,1,23.6,Evening,Wed,234.2,38.66
J02353,Welding,E,Steel,406,14,5,6,23.2,Evening,Wed,1234.2,244.73
J02354,Assembly,B,Steel,166,4,3,10,25.4,Night,Thu,386.2,23.17
J02355,CNC,B,Steel,428,13,4,10,31.9,Morning,Tue,1070.2,156.11
J02356,Assembly,A,Aluminum,146,14,5,8,31.2,Morning,Sun,244.6,14.72
J02357,Press,E,Aluminum,428,3,3,10,34.4,Evening,Thu,628.2,94.97
J02358,Press,C,Plastic,228,13,4,3,24.5,Night,Mon,225.0,33.85
J02359,Press,C,Steel,15,6,2,2,27.4,Night,Fri,35.8,7.36
J02360,Lathe,E,Plastic,50,10,3,3,26.1,Night,Sat,96.4,8.59
J02361,Lathe,C,Composite,269,8,3,8,29.5,Morning,Thu,594.4,57.58
J02362,Press,B,Aluminum,72,6,4,3,26.3,Evening,Fri,112.5,19.39
J02363,Welding,D,Steel,352,0,2,3,26.8,Evening,Tue,1281.7,267.68
J02364,Assembly,C,Steel,197,14,3,8,29.7,Evening,Sun,393.5,26.86
J02365,Assembly,C,Plastic,65,5,5,9,27.8,Morning,Tue,121.2,7.02
J02366,Assembly,A,Steel,408,1,2,5,26.2,Morning,Sun,814.9,55.78
J02367,CNC,B,Steel,487,6,5,1,34.9,Night,Tue,1504.1,197.18
J02368,Assembly,D,Steel,44,5,4,5,27.5,Morning,Sun,117.1,8.53
J02369,CNC,E,Composite,243,14,3,8,28.3,Morning,Wed,526.9,78.89
J02370,Assembly,A,Steel,485,9,5,6,28.2,Evening,Mon,877.0,60.17
J02371,Assembly,D,Aluminum,193,12,2,10,20.7,Evening,Thu,302.6,17.65
J02372,Press,D,Aluminum,45,4,5,4,31.6,Morning,Tue,98.9,16.16
J02373,CNC,B,Composite,276,5,4,5,22.8,Morning,Mon,718.5,96.96
J02374,CNC,B,Plastic,381,9,4,2,31.3,Morning,Tue,688.3,81.84
J02375,Lathe,C,Plastic,312,0,4,4,23.7,Evening,Mon,533.6,40.64
J02376,CNC,B,Composite,101,15,1,5,25.5,Evening,Wed,222.7,33.09
J02377,Assembly,C,Steel,77,9,2,8,25.6,Morning,Fri,150.5,10.31
J02378,CNC,B,Aluminum,351,2,3,2,25.2,Night,Fri,838.5,101.93
J02379,Press,B,Composite,313,11,5,3,25.2,Morning,Fri,393.3,62.9
J02380,Press,A,Steel,382,12,3,10,28.3,Evening,Sun,596.4,101.24
J02381,Welding,A,Plastic,233,9,2,4,30.5,Evening,Tue,543.4,97.13
J02382,Lathe,A,Composite,359,12,1,3,28.7,Evening,Sat,676.6,60.21
J02383,CNC,A,Composite,204,15,2,7,24.5,Morning,Sat,487.4,62.01
J02384,Assembly,E,Plastic,302,1,4,9,26.8,Morning,Mon,447.6,23.22
J02385,Assembly,C,Composite,202,5,2,6,24.9,Evening,Wed,347.5,20.93
J02386,Lathe,A,Plastic,188,5,1,3,27.0,Evening,Thu,301.3,22.59
J02387,Press,B,Steel,334,9,3,8,20.9,Morning,Sat,477.3,81.44
J02388,Assembly,B,Aluminum,119,6,3,3,24.8,Morning,Sat,188.9,11.52
J02389,Lathe,D,Plastic,439,12,1,6,32.7,Evening,Sun,655.2,50.47
J02390,Welding,A,Plastic,35,7,1,1,31.0,Morning,Fri,79.7,14.5
J02391,Lathe,D,Steel,135,4,5,9,28.5,Morning,Mon,363.0,35.46
J02392,Welding,A,Steel,23,13,3,4,24.7,Morning,Tue,84.8,17.58
J02393,Press,A,Composite,401,6,1,1,29.3,Morning,Mon,488.6,78.95
J02394,Lathe,E,Aluminum,243,5,3,8,25.5,Morning,Tue,492.5,43.51
J02395,Lathe,D,Composite,371,15,4,6,24.9,Night,Wed,759.3,74.54
J02396,CNC,B,Steel,354,6,2,3,35.3,Morning,Tue,934.1,130.63
J02397,Welding,E,Composite,263,14,3,4,29.9,Night,Wed,720.1,136.99
J02398,Lathe,B,Steel,77,15,2,5,32.0,Morning,Thu,162.8,15.43
J02399,Press,D,Plastic,16,12,3,4,25.7,Evening,Mon,35.2,6.94
J02400,Lathe,B,Composite,449,2,2,4,37.0,Morning,Sun,1084.7,96.82
J02401,Welding,C,Aluminum,44,11,3,1,20.4,Evening,Thu,135.8,29.66
J02402,Welding,E,Steel,32,0,5,8,23.0,Evening,Tue,157.2,34.76
J02403,Welding,A,Aluminum,169,7,3,1,33.1,Morning,Sat,460.6,87.98
J02404,Welding,D,Plastic,258,6,2,1,28.0,Evening,Tue,508.7,90.59
J02405,Assembly,B,Aluminum,151,7,5,5,23.2,Evening,Sun,298.4,19.12
J02406,Assembly,E,Composite,100,1,5,1,30.4,Morning,Tue,218.6,14.3
J02407,Welding,D,Steel,263,9,4,2,24.7,Evening,Sun,843.1,176.68
J02408,Welding,B,Aluminum,179,0,2,9,25.3,Evening,Thu,597.0,117.07
J02409,Welding,B,Aluminum,294,13,4,3,34.3,Morning,Fri,795.0,149.39
J02410,Welding,E,Steel,350,12,2,4,21.8,Morning,Fri,1002.3,223.86
J02411,Press,E,Composite,129,3,3,3,24.9,Evening,Wed,183.9,31.36
J02412,CNC,C,Aluminum,230,12,4,7,22.0,Evening,Sat,527.2,70.22
J02413,Welding,C,Aluminum,47,4,3,9,29.6,Morning,Wed,160.0,32.69
J02414,CNC,E,Composite,342,12,4,7,20.8,Night,Mon,852.8,118.98
J02415,CNC,C,Plastic,82,10,5,9,30.2,Evening,Sat,197.4,24.48
J02416,Press,E,Plastic,266,15,3,8,31.5,Morning,Mon,245.6,34.14
J02417,Press,A,Aluminum,441,2,1,1,24.8,Evening,Sun,553.4,87.09
J02418,Press,B,Steel,476,7,2,8,33.5,Morning,Wed,685.4,118.18
J02419,CNC,D,Steel,105,0,3,4,27.6,Morning,Mon,344.4,50.63
J02420,Assembly,D,Steel,367,10,4,1,29.2,Morning,Sat,589.1,38.45
